family	presentation	kind	owner	coefficient	incidence	lineage
changed	0	sample_p	1:1:0	-675/7013	-3	11795852869117260350
changed	0	sample_p	1:1:1	810/7013	-3	11795852869117260350
changed	0	sample_p	1:1:2	3125/28052	-3	11795852869117260350
changed	0	sample_p	1:1:3	-1875/14026	-3	11795852869117260350
changed	0	sample_q	1:1:0	450/7013	-3	11795852869117260350
changed	0	sample_q	1:1:1	135/7013	-3	11795852869117260350
changed	0	sample_q	1:1:2	-162/7013	-3	11795852869117260350
changed	0	sample_q	1:1:3	-625/28052	-3	11795852869117260350
changed	0	sample_q	1:1:4	375/14026	-3	11795852869117260350
changed	0	sample_p	1:2:0	1125/14026	-3	11795852869117260351
changed	0	sample_p	1:2:1	-675/7013	-3	11795852869117260351
changed	0	sample_p	1:2:2	810/7013	-3	11795852869117260351
changed	0	sample_p	1:2:3	3125/28052	-3	11795852869117260351
changed	0	sample_q	1:2:0	-375/7013	-3	11795852869117260351
changed	0	sample_q	1:2:1	-225/14026	-3	11795852869117260351
changed	0	sample_q	1:2:2	135/7013	-3	11795852869117260351
changed	0	sample_q	1:2:3	-162/7013	-3	11795852869117260351
changed	0	sample_q	1:2:4	-625/28052	-3	11795852869117260351
changed	0	sample_p	1:3:0	-1875/28052	-3	11795852869117260352
changed	0	sample_p	1:3:1	1125/14026	-3	11795852869117260352
changed	0	sample_p	1:3:2	-675/7013	-3	11795852869117260352
changed	0	sample_p	1:3:3	810/7013	-3	11795852869117260352
changed	0	sample_q	1:3:0	625/14026	-3	11795852869117260352
changed	0	sample_q	1:3:1	375/28052	-3	11795852869117260352
changed	0	sample_q	1:3:2	-225/14026	-3	11795852869117260352
changed	0	sample_q	1:3:3	135/7013	-3	11795852869117260352
changed	0	sample_q	1:3:4	-162/7013	-3	11795852869117260352
changed	0	sample_p	2:0:0	160/3637	-2	11795852869117260350
changed	0	sample_p	2:0:1	3125/14548	-2	11795852869117260350
changed	0	sample_p	2:0:2	-625/3637	-2	11795852869117260350
changed	0	sample_p	2:0:3	500/3637	-2	11795852869117260350
changed	0	sample_q	2:0:0	-160/3637	-2	11795852869117260350
changed	0	sample_q	2:0:1	-32/3637	-2	11795852869117260350
changed	0	sample_q	2:0:2	-625/14548	-2	11795852869117260350
changed	0	sample_q	2:0:3	125/3637	-2	11795852869117260350
changed	0	sample_q	2:0:4	-100/3637	-2	11795852869117260350
changed	0	sample_p	2:1:0	-200/3637	-2	11795852869117260351
changed	0	sample_p	2:1:1	160/3637	-2	11795852869117260351
changed	0	sample_p	2:1:2	3125/14548	-2	11795852869117260351
changed	0	sample_p	2:1:3	-625/3637	-2	11795852869117260351
changed	0	sample_q	2:1:0	200/3637	-2	11795852869117260351
changed	0	sample_q	2:1:1	40/3637	-2	11795852869117260351
changed	0	sample_q	2:1:2	-32/3637	-2	11795852869117260351
changed	0	sample_q	2:1:3	-625/14548	-2	11795852869117260351
changed	0	sample_q	2:1:4	125/3637	-2	11795852869117260351
changed	0	sample_p	2:2:0	250/3637	-2	11795852869117260352
changed	0	sample_p	2:2:1	-200/3637	-2	11795852869117260352
changed	0	sample_p	2:2:2	160/3637	-2	11795852869117260352
changed	0	sample_p	2:2:3	3125/14548	-2	11795852869117260352
changed	0	sample_q	2:2:0	-250/3637	-2	11795852869117260352
changed	0	sample_q	2:2:1	-50/3637	-2	11795852869117260352
changed	0	sample_q	2:2:2	40/3637	-2	11795852869117260352
changed	0	sample_q	2:2:3	-32/3637	-2	11795852869117260352
changed	0	sample_q	2:2:4	-625/14548	-2	11795852869117260352
changed	0	sample_p	2:3:0	-625/7274	-2	11795852869117260353
changed	0	sample_p	2:3:1	250/3637	-2	11795852869117260353
changed	0	sample_p	2:3:2	-200/3637	-2	11795852869117260353
changed	0	sample_p	2:3:3	160/3637	-2	11795852869117260353
changed	0	sample_q	2:3:0	625/7274	-2	11795852869117260353
changed	0	sample_q	2:3:1	125/7274	-2	11795852869117260353
changed	0	sample_q	2:3:2	-50/3637	-2	11795852869117260353
changed	0	sample_q	2:3:3	40/3637	-2	11795852869117260353
changed	0	sample_q	2:3:4	-32/3637	-2	11795852869117260353
changed	0	sample_p	3:0:0	10/3141	-1	11795852869117260351
changed	0	sample_p	3:0:1	3125/12564	-1	11795852869117260351
changed	0	sample_p	3:0:2	-625/6282	-1	11795852869117260351
changed	0	sample_p	3:0:3	125/3141	-1	11795852869117260351
changed	0	sample_q	3:0:0	-20/3141	-1	11795852869117260351
changed	0	sample_q	3:0:1	-2/3141	-1	11795852869117260351
changed	0	sample_q	3:0:2	-625/12564	-1	11795852869117260351
changed	0	sample_q	3:0:3	125/6282	-1	11795852869117260351
changed	0	sample_q	3:0:4	-25/3141	-1	11795852869117260351
changed	0	sample_p	3:1:0	-25/3141	-1	11795852869117260352
changed	0	sample_p	3:1:1	10/3141	-1	11795852869117260352
changed	0	sample_p	3:1:2	3125/12564	-1	11795852869117260352
changed	0	sample_p	3:1:3	-625/6282	-1	11795852869117260352
changed	0	sample_q	3:1:0	50/3141	-1	11795852869117260352
changed	0	sample_q	3:1:1	5/3141	-1	11795852869117260352
changed	0	sample_q	3:1:2	-2/3141	-1	11795852869117260352
changed	0	sample_q	3:1:3	-625/12564	-1	11795852869117260352
changed	0	sample_q	3:1:4	125/6282	-1	11795852869117260352
changed	0	sample_p	3:2:0	125/6282	-1	11795852869117260353
changed	0	sample_p	3:2:1	-25/3141	-1	11795852869117260353
changed	0	sample_p	3:2:2	10/3141	-1	11795852869117260353
changed	0	sample_p	3:2:3	3125/12564	-1	11795852869117260353
changed	0	sample_q	3:2:0	-125/3141	-1	11795852869117260353
changed	0	sample_q	3:2:1	-25/6282	-1	11795852869117260353
changed	0	sample_q	3:2:2	5/3141	-1	11795852869117260353
changed	0	sample_q	3:2:3	-2/3141	-1	11795852869117260353
changed	0	sample_q	3:2:4	-625/12564	-1	11795852869117260353
changed	0	sample_p	3:3:0	-625/12564	-1	11795852869117260354
changed	0	sample_p	3:3:1	125/6282	-1	11795852869117260354
changed	0	sample_p	3:3:2	-25/3141	-1	11795852869117260354
changed	0	sample_p	3:3:3	10/3141	-1	11795852869117260354
changed	0	sample_q	3:3:0	625/6282	-1	11795852869117260354
changed	0	sample_q	3:3:1	125/12564	-1	11795852869117260354
changed	0	sample_q	3:3:2	-25/6282	-1	11795852869117260354
changed	0	sample_q	3:3:3	5/3141	-1	11795852869117260354
changed	0	sample_q	3:3:4	-2/3141	-1	11795852869117260354
changed	0	sample_p	4:0:0	0/1	0	11795852869117260352
changed	0	sample_p	4:0:1	1/4	0	11795852869117260352
changed	0	sample_p	4:0:2	0/1	0	11795852869117260352
changed	0	sample_p	4:0:3	0/1	0	11795852869117260352
changed	0	sample_q	4:0:0	0/1	0	11795852869117260352
changed	0	sample_q	4:0:1	0/1	0	11795852869117260352
changed	0	sample_q	4:0:2	-1/20	0	11795852869117260352
changed	0	sample_q	4:0:3	0/1	0	11795852869117260352
changed	0	sample_q	4:0:4	0/1	0	11795852869117260352
changed	0	sample_p	4:1:0	0/1	0	11795852869117260353
changed	0	sample_p	4:1:1	0/1	0	11795852869117260353
changed	0	sample_p	4:1:2	1/4	0	11795852869117260353
changed	0	sample_p	4:1:3	0/1	0	11795852869117260353
changed	0	sample_q	4:1:0	0/1	0	11795852869117260353
changed	0	sample_q	4:1:1	0/1	0	11795852869117260353
changed	0	sample_q	4:1:2	0/1	0	11795852869117260353
changed	0	sample_q	4:1:3	-1/20	0	11795852869117260353
changed	0	sample_q	4:1:4	0/1	0	11795852869117260353
changed	0	sample_p	4:2:0	0/1	0	11795852869117260354
changed	0	sample_p	4:2:1	0/1	0	11795852869117260354
changed	0	sample_p	4:2:2	0/1	0	11795852869117260354
changed	0	sample_p	4:2:3	1/4	0	11795852869117260354
changed	0	sample_q	4:2:0	0/1	0	11795852869117260354
changed	0	sample_q	4:2:1	0/1	0	11795852869117260354
changed	0	sample_q	4:2:2	0/1	0	11795852869117260354
changed	0	sample_q	4:2:3	0/1	0	11795852869117260354
changed	0	sample_q	4:2:4	-1/20	0	11795852869117260354
changed	0	sample_p	4:3:0	0/1	0	11795852869117260355
changed	0	sample_p	4:3:1	0/1	0	11795852869117260355
changed	0	sample_p	4:3:2	0/1	0	11795852869117260355
changed	0	sample_p	4:3:3	0/1	0	11795852869117260355
changed	0	sample_q	4:3:0	1/10	0	11795852869117260355
changed	0	sample_q	4:3:1	0/1	0	11795852869117260355
changed	0	sample_q	4:3:2	0/1	0	11795852869117260355
changed	0	sample_q	4:3:3	0/1	0	11795852869117260355
changed	0	sample_q	4:3:4	0/1	0	11795852869117260355
changed	0	sample_p	5:0:0	10/3109	1	11795852869117260353
changed	0	sample_p	5:0:1	3125/12436	1	11795852869117260353
changed	0	sample_p	5:0:2	625/6218	1	11795852869117260353
changed	0	sample_p	5:0:3	125/3109	1	11795852869117260353
changed	0	sample_q	5:0:0	20/3109	1	11795852869117260353
changed	0	sample_q	5:0:1	-2/3109	1	11795852869117260353
changed	0	sample_q	5:0:2	-625/12436	1	11795852869117260353
changed	0	sample_q	5:0:3	-125/6218	1	11795852869117260353
changed	0	sample_q	5:0:4	-25/3109	1	11795852869117260353
changed	0	sample_p	5:1:0	25/3109	1	11795852869117260354
changed	0	sample_p	5:1:1	10/3109	1	11795852869117260354
changed	0	sample_p	5:1:2	3125/12436	1	11795852869117260354
changed	0	sample_p	5:1:3	625/6218	1	11795852869117260354
changed	0	sample_q	5:1:0	50/3109	1	11795852869117260354
changed	0	sample_q	5:1:1	-5/3109	1	11795852869117260354
changed	0	sample_q	5:1:2	-2/3109	1	11795852869117260354
changed	0	sample_q	5:1:3	-625/12436	1	11795852869117260354
changed	0	sample_q	5:1:4	-125/6218	1	11795852869117260354
changed	0	sample_p	5:2:0	125/6218	1	11795852869117260355
changed	0	sample_p	5:2:1	25/3109	1	11795852869117260355
changed	0	sample_p	5:2:2	10/3109	1	11795852869117260355
changed	0	sample_p	5:2:3	3125/12436	1	11795852869117260355
changed	0	sample_q	5:2:0	125/3109	1	11795852869117260355
changed	0	sample_q	5:2:1	-25/6218	1	11795852869117260355
changed	0	sample_q	5:2:2	-5/3109	1	11795852869117260355
changed	0	sample_q	5:2:3	-2/3109	1	11795852869117260355
changed	0	sample_q	5:2:4	-625/12436	1	11795852869117260355
changed	0	sample_p	5:3:0	625/12436	1	11795852869117260356
changed	0	sample_p	5:3:1	125/6218	1	11795852869117260356
changed	0	sample_p	5:3:2	25/3109	1	11795852869117260356
changed	0	sample_p	5:3:3	10/3109	1	11795852869117260356
changed	0	sample_q	5:3:0	625/6218	1	11795852869117260356
changed	0	sample_q	5:3:1	-125/12436	1	11795852869117260356
changed	0	sample_q	5:3:2	-25/6218	1	11795852869117260356
changed	0	sample_q	5:3:3	-5/3109	1	11795852869117260356
changed	0	sample_q	5:3:4	-2/3109	1	11795852869117260356
changed	0	sample_p	6:0:0	160/2613	2	11795852869117260354
changed	0	sample_p	6:0:1	3125/10452	2	11795852869117260354
changed	0	sample_p	6:0:2	625/2613	2	11795852869117260354
changed	0	sample_p	6:0:3	500/2613	2	11795852869117260354
changed	0	sample_q	6:0:0	160/2613	2	11795852869117260354
changed	0	sample_q	6:0:1	-32/2613	2	11795852869117260354
changed	0	sample_q	6:0:2	-625/10452	2	11795852869117260354
changed	0	sample_q	6:0:3	-125/2613	2	11795852869117260354
changed	0	sample_q	6:0:4	-100/2613	2	11795852869117260354
changed	0	sample_p	6:1:0	200/2613	2	11795852869117260355
changed	0	sample_p	6:1:1	160/2613	2	11795852869117260355
changed	0	sample_p	6:1:2	3125/10452	2	11795852869117260355
changed	0	sample_p	6:1:3	625/2613	2	11795852869117260355
changed	0	sample_q	6:1:0	200/2613	2	11795852869117260355
changed	0	sample_q	6:1:1	-40/2613	2	11795852869117260355
changed	0	sample_q	6:1:2	-32/2613	2	11795852869117260355
changed	0	sample_q	6:1:3	-625/10452	2	11795852869117260355
changed	0	sample_q	6:1:4	-125/2613	2	11795852869117260355
changed	0	sample_p	6:2:0	250/2613	2	11795852869117260356
changed	0	sample_p	6:2:1	200/2613	2	11795852869117260356
changed	0	sample_p	6:2:2	160/2613	2	11795852869117260356
changed	0	sample_p	6:2:3	3125/10452	2	11795852869117260356
changed	0	sample_q	6:2:0	250/2613	2	11795852869117260356
changed	0	sample_q	6:2:1	-50/2613	2	11795852869117260356
changed	0	sample_q	6:2:2	-40/2613	2	11795852869117260356
changed	0	sample_q	6:2:3	-32/2613	2	11795852869117260356
changed	0	sample_q	6:2:4	-625/10452	2	11795852869117260356
changed	0	sample_p	6:3:0	625/5226	2	11795852869117260357
changed	0	sample_p	6:3:1	250/2613	2	11795852869117260357
changed	0	sample_p	6:3:2	200/2613	2	11795852869117260357
changed	0	sample_p	6:3:3	160/2613	2	11795852869117260357
changed	0	sample_q	6:3:0	625/5226	2	11795852869117260357
changed	0	sample_q	6:3:1	-125/5226	2	11795852869117260357
changed	0	sample_q	6:3:2	-50/2613	2	11795852869117260357
changed	0	sample_q	6:3:3	-40/2613	2	11795852869117260357
changed	0	sample_q	6:3:4	-32/2613	2	11795852869117260357
changed	0	sample_p	7:0:0	-810/763	3	11795852869117260355
changed	0	sample_p	7:0:1	-3125/3052	3	11795852869117260355
changed	0	sample_p	7:0:2	-1875/1526	3	11795852869117260355
changed	0	sample_p	7:0:3	-1125/763	3	11795852869117260355
changed	0	sample_q	7:0:0	-540/763	3	11795852869117260355
changed	0	sample_q	7:0:1	162/763	3	11795852869117260355
changed	0	sample_q	7:0:2	625/3052	3	11795852869117260355
changed	0	sample_q	7:0:3	375/1526	3	11795852869117260355
changed	0	sample_q	7:0:4	225/763	3	11795852869117260355
changed	0	sample_p	7:1:0	-675/763	3	11795852869117260356
changed	0	sample_p	7:1:1	-810/763	3	11795852869117260356
changed	0	sample_p	7:1:2	-3125/3052	3	11795852869117260356
changed	0	sample_p	7:1:3	-1875/1526	3	11795852869117260356
changed	0	sample_q	7:1:0	-450/763	3	11795852869117260356
changed	0	sample_q	7:1:1	135/763	3	11795852869117260356
changed	0	sample_q	7:1:2	162/763	3	11795852869117260356
changed	0	sample_q	7:1:3	625/3052	3	11795852869117260356
changed	0	sample_q	7:1:4	375/1526	3	11795852869117260356
changed	0	sample_p	7:2:0	-1125/1526	3	11795852869117260357
changed	0	sample_p	7:2:1	-675/763	3	11795852869117260357
changed	0	sample_p	7:2:2	-810/763	3	11795852869117260357
changed	0	sample_p	7:2:3	-3125/3052	3	11795852869117260357
changed	0	sample_q	7:2:0	-375/763	3	11795852869117260357
changed	0	sample_q	7:2:1	225/1526	3	11795852869117260357
changed	0	sample_q	7:2:2	135/763	3	11795852869117260357
changed	0	sample_q	7:2:3	162/763	3	11795852869117260357
changed	0	sample_q	7:2:4	625/3052	3	11795852869117260357
changed	0	sample_p	7:3:0	-1875/3052	3	11795852869117260358
changed	0	sample_p	7:3:1	-1125/1526	3	11795852869117260358
changed	0	sample_p	7:3:2	-675/763	3	11795852869117260358
changed	0	sample_p	7:3:3	-810/763	3	11795852869117260358
changed	0	sample_q	7:3:0	-625/1526	3	11795852869117260358
changed	0	sample_q	7:3:1	375/3052	3	11795852869117260358
changed	0	sample_q	7:3:2	225/1526	3	11795852869117260358
changed	0	sample_q	7:3:3	135/763	3	11795852869117260358
changed	0	sample_q	7:3:4	162/763	3	11795852869117260358
changed	0	sample_p	8:0:0	-2560/13259	4	11795852869117260356
changed	0	sample_p	8:0:1	-3125/53036	4	11795852869117260356
changed	0	sample_p	8:0:2	-1250/13259	4	11795852869117260356
changed	0	sample_p	8:0:3	-2000/13259	4	11795852869117260356
changed	0	sample_q	8:0:0	-1280/13259	4	11795852869117260356
changed	0	sample_q	8:0:1	512/13259	4	11795852869117260356
changed	0	sample_q	8:0:2	625/53036	4	11795852869117260356
changed	0	sample_q	8:0:3	250/13259	4	11795852869117260356
changed	0	sample_q	8:0:4	400/13259	4	11795852869117260356
changed	0	sample_p	8:1:0	-1600/13259	4	11795852869117260357
changed	0	sample_p	8:1:1	-2560/13259	4	11795852869117260357
changed	0	sample_p	8:1:2	-3125/53036	4	11795852869117260357
changed	0	sample_p	8:1:3	-1250/13259	4	11795852869117260357
changed	0	sample_q	8:1:0	-800/13259	4	11795852869117260357
changed	0	sample_q	8:1:1	320/13259	4	11795852869117260357
changed	0	sample_q	8:1:2	512/13259	4	11795852869117260357
changed	0	sample_q	8:1:3	625/53036	4	11795852869117260357
changed	0	sample_q	8:1:4	250/13259	4	11795852869117260357
changed	0	sample_p	8:2:0	-1000/13259	4	11795852869117260358
changed	0	sample_p	8:2:1	-1600/13259	4	11795852869117260358
changed	0	sample_p	8:2:2	-2560/13259	4	11795852869117260358
changed	0	sample_p	8:2:3	-3125/53036	4	11795852869117260358
changed	0	sample_q	8:2:0	-500/13259	4	11795852869117260358
changed	0	sample_q	8:2:1	200/13259	4	11795852869117260358
changed	0	sample_q	8:2:2	320/13259	4	11795852869117260358
changed	0	sample_q	8:2:3	512/13259	4	11795852869117260358
changed	0	sample_q	8:2:4	625/53036	4	11795852869117260358
changed	0	sample_p	8:3:0	-625/13259	4	11795852869117260359
changed	0	sample_p	8:3:1	-1000/13259	4	11795852869117260359
changed	0	sample_p	8:3:2	-1600/13259	4	11795852869117260359
changed	0	sample_p	8:3:3	-2560/13259	4	11795852869117260359
changed	0	sample_q	8:3:0	-625/26518	4	11795852869117260359
changed	0	sample_q	8:3:1	125/13259	4	11795852869117260359
changed	0	sample_q	8:3:2	200/13259	4	11795852869117260359
changed	0	sample_q	8:3:3	320/13259	4	11795852869117260359
changed	0	sample_q	8:3:4	512/13259	4	11795852869117260359
changed	0	sample_p	9:0:0	-2/15	5	11795852869117260412
changed	0	sample_p	9:0:1	-1/60	5	11795852869117260412
changed	0	sample_p	9:0:2	-1/30	5	11795852869117260412
changed	0	sample_p	9:0:3	-1/15	5	11795852869117260412
changed	0	sample_q	9:0:0	-4/75	5	11795852869117260412
changed	0	sample_q	9:0:1	2/75	5	11795852869117260412
changed	0	sample_q	9:0:2	1/300	5	11795852869117260412
changed	0	sample_q	9:0:3	1/150	5	11795852869117260412
changed	0	sample_q	9:0:4	1/75	5	11795852869117260412
changed	0	sample_p	9:1:0	-1/15	5	11795852869117260412
changed	0	sample_p	9:1:1	-2/15	5	11795852869117260412
changed	0	sample_p	9:1:2	-1/60	5	11795852869117260412
changed	0	sample_p	9:1:3	-1/30	5	11795852869117260412
changed	0	sample_q	9:1:0	-2/75	5	11795852869117260412
changed	0	sample_q	9:1:1	1/75	5	11795852869117260412
changed	0	sample_q	9:1:2	2/75	5	11795852869117260412
changed	0	sample_q	9:1:3	1/300	5	11795852869117260412
changed	0	sample_q	9:1:4	1/150	5	11795852869117260412
changed	0	sample_p	9:2:0	-1/30	5	11795852869117260412
changed	0	sample_p	9:2:1	-1/15	5	11795852869117260412
changed	0	sample_p	9:2:2	-2/15	5	11795852869117260412
changed	0	sample_p	9:2:3	-1/60	5	11795852869117260412
changed	0	sample_q	9:2:0	-1/75	5	11795852869117260412
changed	0	sample_q	9:2:1	1/150	5	11795852869117260412
changed	0	sample_q	9:2:2	1/75	5	11795852869117260412
changed	0	sample_q	9:2:3	2/75	5	11795852869117260412
changed	0	sample_q	9:2:4	1/300	5	11795852869117260412
changed	0	sample_p	9:3:0	-1/60	5	11795852869117260412
changed	0	sample_p	9:3:1	-1/30	5	11795852869117260412
changed	0	sample_p	9:3:2	-1/15	5	11795852869117260412
changed	0	sample_p	9:3:3	-2/15	5	11795852869117260412
changed	0	sample_q	9:3:0	-1/150	5	11795852869117260412
changed	0	sample_q	9:3:1	1/300	5	11795852869117260412
changed	0	sample_q	9:3:2	1/150	5	11795852869117260412
changed	0	sample_q	9:3:3	1/75	5	11795852869117260412
changed	0	sample_q	9:3:4	2/75	5	11795852869117260412
changed	0	sample_p	10:0:0	-12960/121291	6	11795852869117260413
changed	0	sample_p	10:0:1	-3125/485164	6	11795852869117260413
changed	0	sample_p	10:0:2	-1875/121291	6	11795852869117260413
changed	0	sample_p	10:0:3	-4500/121291	6	11795852869117260413
changed	0	sample_q	10:0:0	-4320/121291	6	11795852869117260413
changed	0	sample_q	10:0:1	2592/121291	6	11795852869117260413
changed	0	sample_q	10:0:2	625/485164	6	11795852869117260413
changed	0	sample_q	10:0:3	375/121291	6	11795852869117260413
changed	0	sample_q	10:0:4	900/121291	6	11795852869117260413
changed	0	sample_p	10:1:0	-5400/121291	6	11795852869117260413
changed	0	sample_p	10:1:1	-12960/121291	6	11795852869117260413
changed	0	sample_p	10:1:2	-3125/485164	6	11795852869117260413
changed	0	sample_p	10:1:3	-1875/121291	6	11795852869117260413
changed	0	sample_q	10:1:0	-1800/121291	6	11795852869117260413
changed	0	sample_q	10:1:1	1080/121291	6	11795852869117260413
changed	0	sample_q	10:1:2	2592/121291	6	11795852869117260413
changed	0	sample_q	10:1:3	625/485164	6	11795852869117260413
changed	0	sample_q	10:1:4	375/121291	6	11795852869117260413
changed	0	sample_p	10:2:0	-2250/121291	6	11795852869117260413
changed	0	sample_p	10:2:1	-5400/121291	6	11795852869117260413
changed	0	sample_p	10:2:2	-12960/121291	6	11795852869117260413
changed	0	sample_p	10:2:3	-3125/485164	6	11795852869117260413
changed	0	sample_q	10:2:0	-750/121291	6	11795852869117260413
changed	0	sample_q	10:2:1	450/121291	6	11795852869117260413
changed	0	sample_q	10:2:2	1080/121291	6	11795852869117260413
changed	0	sample_q	10:2:3	2592/121291	6	11795852869117260413
changed	0	sample_q	10:2:4	625/485164	6	11795852869117260413
changed	0	sample_p	10:3:0	-1875/242582	6	11795852869117260413
changed	0	sample_p	10:3:1	-2250/121291	6	11795852869117260413
changed	0	sample_p	10:3:2	-5400/121291	6	11795852869117260413
changed	0	sample_p	10:3:3	-12960/121291	6	11795852869117260413
changed	0	sample_q	10:3:0	-625/242582	6	11795852869117260413
changed	0	sample_q	10:3:1	375/242582	6	11795852869117260413
changed	0	sample_q	10:3:2	450/121291	6	11795852869117260413
changed	0	sample_q	10:3:3	1080/121291	6	11795852869117260413
changed	0	sample_q	10:3:4	2592/121291	6	11795852869117260413
changed	0	reduction_p	0	0	0	1
changed	0	reduction_p	0	1	0	1
changed	0	reduction_p	0	2	0	1
changed	0	reduction_p	0	3	0	1
changed	0	reduction_p	0	4	320	1
changed	0	reduction_p	1	0	25000	1
changed	0	reduction_p	2	0	0	1
changed	0	reduction_p	2	1	10000	1
